App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver
Essential Resources	LIBRARIES_AND_DEMO	4.6	237	8.5k	50,000+	Free	0	Everyone	Libraries & Demo	27-Sep-17	1.02	7.1 and up
MOMOLAND BBoom BBoom	LIBRARIES_AND_DEMO	4.6	2580	20M	100,000+	Free	0	Everyone	Libraries & Demo	8-Mar-18	2	2.3 and up
Cold Spirits	LIBRARIES_AND_DEMO	NaN	363	2.5M	100,000+	Free	0	Everyone	Libraries & Demo	2-Jan-17	1.2	2.3 and up
Cardboard	LIBRARIES_AND_DEMO	4.2	130272	50M	10,000,000+	Free	0	Everyone	Libraries & Demo	14-Mar-16	1.8	4.1 and up
How to sew & make the easiest pattern	LIBRARIES_AND_DEMO	NaN	110	10M	10,000+	Free	0	Everyone	Libraries & Demo	5-Nov-17	1	4.0 and up
I will return his eggs	LIBRARIES_AND_DEMO	NaN	91	18M	100,000+	Free	0	Everyone	Libraries & Demo	16-Nov-17	6	2.3 and up
Bird Sounds & Bird Ringtones for Free 2018	LIBRARIES_AND_DEMO	4.6	130	12M	10,000+	Free	0	Everyone	Libraries & Demo	23-Feb-18	1	4.0.3 and up
Easy Makeup Tutorials	LIFESTYLE	4.3	7287	5.0M	1,000,000+	Free	0	Everyone	Lifestyle	3-Nov-16	1	2.3 and up
Horoscopes – Daily Zodiac Horoscope and Astrology	LIFESTYLE	4.6	161143	11M	10,000,000+	Free	0	Everyone 10+	Lifestyle	25-Jun-18	5.2.4(881)	4.0.3 and up
Entel	LIFESTYLE	3.2	16168	55M	1,000,000+	Free	0	Everyone	Lifestyle	26-Jul-18	2.2.9	4.0.3 and up
ZenUI Safeguard	LIFESTYLE	4.5	100	7.1M	1,000,000+	Free	0	Everyone	Lifestyle	9-May-18	1.0.0.21_180410	7.0 - 7.1.1
Live 4D Results ! (MY & SG)	LIFESTYLE	4.6	116079	3.2M	5,000,000+	Free	0	Everyone	Lifestyle	20-May-18	5.8	2.3 and up
Diary with lock	LIFESTYLE	4.6	815893	4.4M	10,000,000+	Free	0	Everyone	Lifestyle	30-Jun-18	4.9	4.1 and up
FOSSIL Q: DESIGN YOUR DIAL	LIFESTYLE	4.3	985	16M	500,000+	Free	0	Everyone	Lifestyle	31-May-18	3.7	7.0 and up
Telstra	LIFESTYLE	3	4260	6.3M	5,000,000+	Free	0	Everyone	Lifestyle	8-Aug-17	6.1	2.3.3 and up
Family Locator - GPS Tracker	LIFESTYLE	4.4	726074	45M	10,000,000+	Free	0	Everyone	Lifestyle	2-Aug-18	16.7.1	4.4 and up
Van Nien 2018 - Lich Van su & Lich Am	LIFESTYLE	4.4	3829	23M	1,000,000+	Free	0	Everyone	Lifestyle	1-Jun-18	3.9.3	4.1 and up
Safeway	LIFESTYLE	4.3	33572	37M	1,000,000+	Free	0	Everyone	Lifestyle	2-Aug-18	6.2.0	4.4 and up
HTC Speak	LIFESTYLE	3.5	6145	13M	10,000,000+	Free	0	Everyone	Lifestyle	30-Jun-16	8.00.775375	5.0 and up
Kawaii Easy Drawing : How to draw Step by Step	LIFESTYLE	4.3	34327	8.1M	5,000,000+	Free	0	Everyone	Lifestyle	17-Jul-18	2.5.1	4.0 and up
Tattoodo - Find your next tattoo	LIFESTYLE	4.5	7457	13M	1,000,000+	Free	0	Teen	Lifestyle	3-Aug-18	2.4.12-r244	4.1 and up
H&M	LIFESTYLE	3.7	41941	14M	10,000,000+	Free	0	Everyone	Lifestyle	30-Jul-18	9.6.3	4.4 and up
Samsung+	LIFESTYLE	4.5	82145	30M	50,000,000+	Free	0	Everyone	Lifestyle	5-Jul-18	10.19.0.0	4.4 and up
Anime Avatar Creator: Make Your Own Avatar	LIFESTYLE	4.2	10944	36M	1,000,000+	Free	0	Everyone	Lifestyle	15-Jun-18	2	4.1 and up
Beautiful Design Birthday Cake	LIFESTYLE	4.3	665	3.0M	500,000+	Free	0	Everyone	Lifestyle	4-Aug-18	2	2.3 and up
Pronunciation and know the name of the caller from his number	LIFESTYLE	4.6	2167	1.4M	500,000+	Free	0	Everyone	Lifestyle	7-Jan-18	1	2.3 and up
Super Slime Simulator - Satisfying Slime App	LIFESTYLE	4.5	53652	39M	1,000,000+	Free	0	Everyone	Lifestyle	5-Aug-18	2.15	5.0 and up
Subway Surfers	GAME	4.5	27722264	76M	1,000,000,000+	Free	0	Everyone 10+	Arcade	12-Jul-18	1.90.0	4.1 and up
Candy Crush Saga	GAME	4.4	22426677	74M	500,000,000+	Free	0	Everyone	Casual	5-Jul-18	1.129.0.2	4.1 and up
Solitaire	GAME	4.7	254258	23M	10,000,000+	Free	0	Everyone	Card	1-Aug-18	2.137.0	4.1 and up
Bubble Shooter	GAME	4.5	148897	46M	10,000,000+	Free	0	Everyone	Casual	17-Jul-18	1.20.1	4.0.3 and up
Hello Kitty Nail Salon	GAME	4.2	369203	24M	50,000,000+	Free	0	Everyone	Casual;Pretend Play	17-Apr-18	1.5	4.1 and up
slither.io	GAME	4.4	5234162	Varies with device	100,000,000+	Free	0	Everyone	Action	14-Nov-17	Varies with device	2.3 and up
Clash Royale	GAME	4.6	23133508	97M	100,000,000+	Free	0	Everyone 10+	Strategy	27-Jun-18	2.3.2	4.1 and up
Temple Run 2	GAME	4.3	8118609	62M	500,000,000+	Free	0	Everyone	Action	5-Jul-18	1.49.1	4.0 and up
Pou	GAME	4.3	10485308	24M	500,000,000+	Free	0	Everyone	Casual	25-May-18	1.4.77	4.0 and up
Helix Jump	GAME	4.2	1497361	33M	100,000,000+	Free	0	Everyone	Action	9-Apr-18	1.0.6	4.1 and up
Block Puzzle	GAME	4.6	59800	7.8M	5,000,000+	Free	0	Everyone	Puzzle	6-Mar-18	2.9	2.3 and up
Angry Birds Rio	GAME	4.4	2610526	46M	100,000,000+	Free	0	Everyone	Arcade	3-Jul-18	2.6.9	4.1 and up
Plants vs. Zombies FREE	GAME	4.4	4066989	69M	100,000,000+	Free	0	Everyone 10+	Strategy	6-Jul-18	2.2.00	4.1 and up
Sonic Dash	GAME	4.5	3778921	75M	100,000,000+	Free	0	Everyone	Arcade	26-Jul-18	3.8.5.Go	4.1 and up
Candy Crush Soda Saga	GAME	4.4	6198563	67M	100,000,000+	Free	0	Everyone	Casual	10-Jul-18	1.118.4	4.1 and up
Zombie Hunter King	GAME	4.3	10306	50M	1,000,000+	Free	0	Mature 17+	Action	1-Aug-18	1.0.8	2.3 and up
Clash of Clans	GAME	4.6	44891723	98M	100,000,000+	Free	0	Everyone 10+	Strategy	15-Jul-18	10.322.16	4.1 and up
Kick the Buddy	GAME	4.3	1000417	Varies with device	50,000,000+	Free	0	Teen	Action	5-Jul-18	Varies with device	4.4 and up
Block Puzzle Classic Legend !	GAME	4.2	17039	4.9M	5,000,000+	Free	0	Everyone	Puzzle	13-Apr-18	2.9	2.3.3 and up
PAC-MAN	GAME	4.2	685981	37M	100,000,000+	Free	0	Everyone	Arcade	15-May-18	6.6.3	4.1 and up
Mahjong	FAMILY	4.5	33983	22M	5,000,000+	Free	0	Everyone	Puzzle;Brain Games	2-Aug-18	1.24.3181	4.0.3 and up
Super ABC! Learning games for kids! Preschool apps	FAMILY	4.6	20267	46M	1,000,000+	Free	0	Everyone	Educational;Education	16-Jul-18	1.1.6.7	4.1 and up
Toy Pop Cubes	FAMILY	4.5	5761	21M	1,000,000+	Free	0	Everyone	Casual;Brain Games	4-Jul-18	1.8.3181	4.0.3 and up
Educational Games 4 Kids	FAMILY	4.3	11618	39M	5,000,000+	Free	0	Everyone	Educational;Education	3-Apr-18	2.4	4.1 and up
Candy Pop Story	FAMILY	4.7	12948	23M	1,000,000+	Free	0	Everyone	Casual;Brain Games	24-May-18	2.0.3165	2.3 and up
Solitaire	FAMILY	4.4	685	26M	100,000+	Free	0	Everyone	Card;Brain Games	16-Jul-18	1.7.101	4.1 and up
Princess Coloring Book	FAMILY	4.5	9779	39M	5,000,000+	Free	0	Everyone	Education;Creativity	25-Feb-18	1.2.8	4.0 and up
Hello Kitty Nail Salon	FAMILY	4.2	369378	24M	50,000,000+	Free	0	Everyone	Casual;Pretend Play	17-Apr-18	1.5	4.1 and up
Candy Smash	FAMILY	4.5	11436	15M	1,000,000+	Free	0	Everyone	Casual;Brain Games	17-Apr-18	2.2.3169	4.0.3 and up
Happy Fruits Bomb - Cube Blast	FAMILY	4.5	2150	20M	500,000+	Free	0	Everyone	Casual;Brain Games	1-Feb-18	1.0.3122	4.0.3 and up
Dog Run - Pet Dog Simulator	FAMILY	4.7	48615	24M	10,000,000+	Free	0	Everyone	Simulation;Action & Adventure	22-May-18	1.4.12	4.1 and up
Princess Adventures Puzzles	FAMILY	4.4	382	44M	500,000+	Free	0	Everyone	Education;Creativity	1-Aug-18	1.1.0	2.3 and up
Kids Educational Game 3 Free	FAMILY	4.3	24936	38M	5,000,000+	Free	0	Everyone	Educational;Education	16-May-18	3.1	4.1 and up
Puzzle Kids - Animals Shapes and Jigsaw Puzzles	FAMILY	4.6	1109	52M	1,000,000+	Free	0	Everyone	Educational;Brain Games	18-Jul-18	1.0.6	4.1 and up
Coloring book moana	FAMILY	3.9	974	14M	500,000+	Free	0	Everyone	Art & Design;Pretend Play	15-Jan-18	2.0.0	4.0.3 and up
Baby Panda Care	FAMILY	4.2	108795	49M	10,000,000+	Free	0	Everyone	Educational;Pretend Play	15-Jun-18	8.25.10.00	4.0.3 and up
Kids Educational :All in One	FAMILY	4.5	1455	8.9M	500,000+	Free	0	Everyone	Education;Education	1-Feb-18	2.7	2.3 and up
Number Counting games for toddler preschool kids	FAMILY	4.3	1024	Varies with device	1,000,000+	Free	0	Everyone	Educational;Education	28-May-18	Varies with device	Varies with device
Toca Kitchen 2	FAMILY	4.5	1014822	56M	50,000,000+	Free	0	Everyone	Educational;Pretend Play	29-Jun-17	1.2.3-play	4.1 and up
PJ Masks: Moonlight Heroes	FAMILY	4.4	86961	99M	10,000,000+	Free	0	Everyone	Casual;Action & Adventure	5-Jun-18	2.0.1	4.0.3 and up
Learn To Draw Glow Flower	FAMILY	4.4	7320	10M	1,000,000+	Free	0	Everyone	Entertainment;Education	7-Jul-17	1.0.1	4.0.3 and up
No. Color - Color by Number, Number Coloring	FAMILY	4.8	269194	6.9M	10,000,000+	Free	0	Everyone	Entertainment;Brain Games	3-Aug-18	Varies with device	Varies with device
Bubble Shooter	FAMILY	4.4	59843	20M	5,000,000+	Free	0	Everyone	Puzzle;Brain Games	9-Jan-18	2.3.3122	2.3 and up
Draw.ly - Color by Number Pixel Art Coloring	FAMILY	4.4	18616	10M	1,000,000+	Free	0	Everyone	Casual;Education	5-Aug-18	1.0.9	4.0.3 and up
Baby puzzles	FAMILY	4.3	11950	19M	5,000,000+	Free	0	Everyone	Educational;Education	12-Jul-18	6.1	4.0.3 and up
Garden Fruit Legend	FAMILY	4.6	4289	33M	500,000+	Free	0	Everyone	Casual;Brain Games	31-Jul-18	3.5.3183	4.0.3 and up
Barbie™ Fashion Closet	FAMILY	4.1	68286	85M	10,000,000+	Free	0	Everyone	Casual;Creativity	30-Jul-18	1.3.7	4.1 and up
Candy Day	FAMILY	4.5	11716	48M	1,000,000+	Free	0	Everyone	Casual;Brain Games	3-Aug-18	8.4.3180	4.0 and up
Learn To Draw Glow Princess	FAMILY	4.5	3323	9.6M	1,000,000+	Free	0	Everyone	Casual;Pretend Play	14-Jul-17	1.0.1	4.0.3 and up
ABC Kids - Tracing & Phonics	FAMILY	4.5	36606	Varies with device	10,000,000+	Free	0	Everyone	Educational;Education	22-Jun-18	Varies with device	4.0 and up
MommyMeds	MEDICAL	3.2	45	21M	5,000+	Paid	$3.99 	Everyone	Medical	15-Nov-17	2.0.1	6.0 and up
Medical ID - In Case of Emergency (ICE)	MEDICAL	4.6	717	5.4M	5,000+	Paid	$5.99 	Everyone	Medical	31-May-18	6.5.0	5.0 and up
Human Anatomy Atlas 2018: Complete 3D Human Body	MEDICAL	4.5	2921	25M	100,000+	Paid	$24.99 	Everyone	Medical	25-May-18	2018.5.47	5.0 and up
Essential Anatomy 3	MEDICAL	4.1	1533	42M	50,000+	Paid	$11.99 	Mature 17+	Medical	7-Aug-14	1.1.3	4.0.3 and up
Vargo Anesthesia Mega App	MEDICAL	4.6	92	32M	1,000+	Paid	$79.99 	Everyone	Medical	18-Jun-18	19	4.0.3 and up
EMT Review Plus	MEDICAL	4.5	199	1.8M	10,000+	Paid	$11.99 	Everyone	Medical	27-Jun-18	3.0.5	4.4W and up
Muscle Trigger Point Anatomy	MEDICAL	4.4	1361	33M	50,000+	Paid	$2.99 	Everyone	Medical	17-Jul-18	2.4.4	4.0.3 and up
2017 EMRA Antibiotic Guide	MEDICAL	4.4	12	3.8M	1,000+	Paid	$16.99 	Everyone	Medical	27-Jan-17	1.0.5	4.0.3 and up
ASRA Coags	MEDICAL	4.4	15	5.8M	1,000+	Paid	$3.99 	Everyone	Medical	1-Aug-18	2.1	4.1 and up
IBM Micromedex Drug Info	MEDICAL	3.8	206	9.5M	10,000+	Paid	$2.99 	Everyone	Medical	25-Apr-18	1.17.0	4.0 and up
Diabetes & Diet Tracker	MEDICAL	4.6	395	19M	1,000+	Paid	$9.99 	Everyone	Medical	16-Jul-18	6.5.1	5.0 and up
VeinSeek	MEDICAL	2.5	79	Varies with device	1,000+	Paid	$3.99 	Everyone	Medical	6-Dec-17	Varies with device	Varies with device
Block Buddy	MEDICAL	4	15	5.0M	1,000+	Paid	$14.99 	Everyone	Medical	1-Aug-18	7.6.14	4.0 and up
Super Hearing Secret Voices Recorder PRO	MEDICAL	5	3	23M	100+	Paid	$2.99 	Everyone	Medical	20-Apr-18	1	4.1 and up
EMT Study - NREMT Test Prep	MEDICAL	4.3	35	862k	5,000+	Paid	$3.99 	Everyone	Medical	3-Dec-14	1.1	4.0.3 and up
Calcium Pro	MEDICAL	3.4	77	9.9M	5,000+	Paid	$2.99 	Everyone	Medical	18-Apr-17	1.6.2	4.0.3 and up
Arrhythmias and Dysrhythmias	MEDICAL	NaN	3	24M	500+	Paid	$1.00 	Everyone	Medical	24-Jan-16	1	4.2 and up
EMT PASS	MEDICAL	3.4	51	2.4M	1,000+	Paid	$29.99 	Everyone	Medical	22-Oct-14	2.0.2	4.0 and up
Pocket Lab Values	MEDICAL	4.3	214	899k	10,000+	Paid	$2.99 	Everyone	Medical	22-Nov-12	2.5	2.1 and up
Medical terms (OFFLINE)	MEDICAL	4.4	104	38M	1,000+	Paid	$2.99 	Teen	Medical	24-May-18	3.2.0	4.1 and up
Facebook	SOCIAL	4.1	78158306	Varies with device	1,000,000,000+	Free	0	Teen	Social	3-Aug-18	Varies with device	Varies with device
Instagram	SOCIAL	4.5	66577313	Varies with device	1,000,000,000+	Free	0	Teen	Social	31-Jul-18	Varies with device	Varies with device
Facebook Lite	SOCIAL	4.3	8606259	Varies with device	500,000,000+	Free	0	Teen	Social	1-Aug-18	Varies with device	Varies with device
Messages, Text and Video Chat for Messenger	SOCIAL	4.4	49173	4.0M	10,000,000+	Free	0	Everyone	Social	4-Jun-18	1.24	4.1 and up
Tumblr	SOCIAL	4.4	2955326	Varies with device	100,000,000+	Free	0	Mature 17+	Social	1-Aug-18	Varies with device	Varies with device
All Social Networks	SOCIAL	4.2	22492	1.5M	1,000,000+	Free	0	Everyone	Social	21-May-18	2.4.12	4.0 and up
Snapchat	SOCIAL	4	17014787	Varies with device	500,000,000+	Free	0	Teen	Social	30-Jul-18	Varies with device	Varies with device
Social network all in one 2018	SOCIAL	4.3	1403	3.7M	100,000+	Free	0	Everyone	Social	30-Jan-18	1	4.0 and up
Pinterest	SOCIAL	4.6	4305441	Varies with device	100,000,000+	Free	0	Teen	Social	3-Aug-18	Varies with device	Varies with device
TextNow - free text + calls	SOCIAL	4.4	441189	Varies with device	10,000,000+	Free	0	Everyone	Social	3-Aug-18	Varies with device	Varies with device
Google+	SOCIAL	4.2	4831125	Varies with device	1,000,000,000+	Free	0	Teen	Social	26-Jul-18	Varies with device	Varies with device
The Messenger App	SOCIAL	4.4	4919	2.8M	1,000,000+	Free	0	Everyone	Social	3-Aug-18	0.1.1	4.1 and up
Messenger Pro	SOCIAL	4.4	13762	3.9M	1,000,000+	Free	0	Everyone	Social	9-May-18	1.0.2	4.1 and up
Free Messages, Video, Chat,Text for Messenger Plus	SOCIAL	4.3	6086	3.1M	1,000,000+	Free	0	Teen	Social	14-Jun-18	1.0.9	4.3 and up
Telegram X	SOCIAL	4.6	70616	Varies with device	5,000,000+	Free	0	Teen	Social	27-Jul-18	Varies with device	Varies with device
The Video Messenger App	SOCIAL	4.4	1200	2.8M	100,000+	Free	0	Everyone	Social	2-Aug-18	0.1.1	4.1 and up
Jodel - The Hyperlocal App	SOCIAL	4.5	76480	20M	1,000,000+	Free	0	Mature 17+	Social	6-Aug-18	4.95.4	5.0 and up
Who Viewed My Facebook Profile - Stalkers Visitors	SOCIAL	4.6	271445	9.9M	5,000,000+	Free	0	Everyone	Social	24-Jun-18	4.1.1	4.0.3 and up
Hide Something - Photo, Video	SOCIAL	4.6	225103	5.3M	5,000,000+	Free	0	Everyone	Social	13-Jun-18	5.1.1	4.1 and up
Love Sticker	SOCIAL	4.6	33177	10M	1,000,000+	Free	0	Everyone	Social	12-Jun-18	2.1.6	4.0 and up
Amazon for Tablets	SHOPPING	4	141613	22M	10,000,000+	Free	0	Teen	Shopping	31-Jul-18	16.14.0.850	4.4 and up
Wish - Shopping Made Fun	SHOPPING	4.5	6210998	15M	100,000,000+	Free	0	Everyone	Shopping	3-Aug-18	4.20.5	4.1 and up
OfferUp - Buy. Sell. Offer Up	SHOPPING	4.6	591312	Varies with device	10,000,000+	Free	0	Everyone	Shopping	3-Aug-18	Varies with device	Varies with device
Shopee - No. 1 Online Shopping	SHOPPING	4.3	94294	30M	10,000,000+	Free	0	Everyone	Shopping	23-Jul-18	2.25.17	4.1 and up
Shopee: No.1 Online Shopping	SHOPPING	4.2	608753	30M	10,000,000+	Free	0	Everyone	Shopping	23-Jul-18	2.25.17	4.1 and up
Kroger	SHOPPING	4.3	38961	27M	5,000,000+	Free	0	Everyone	Shopping	2-Aug-18	14.2.1	5.0 and up
AliExpress - Smarter Shopping, Better Living	SHOPPING	4.6	5916606	Varies with device	100,000,000+	Free	0	Teen	Shopping	6-Aug-18	Varies with device	Varies with device
Walmart	SHOPPING	4.4	441473	Varies with device	10,000,000+	Free	0	Everyone	Shopping	30-Jul-18	Varies with device	Varies with device
eBay: Buy & Sell this Summer - Discover Deals Now!	SHOPPING	4.4	2788923	Varies with device	100,000,000+	Free	0	Teen	Shopping	30-Jul-18	Varies with device	Varies with device
letgo: Buy & Sell Used Stuff, Cars & Real Estate	SHOPPING	4.5	973270	20M	50,000,000+	Free	0	Teen	Shopping	6-Aug-18	2.4.9	4.1 and up
Amazon Shopping	SHOPPING	4.3	909226	42M	100,000,000+	Free	0	Teen	Shopping	31-Jul-18	16.14.0.100	4.4 and up
Lazada - Online Shopping & Deals	SHOPPING	4.2	1573054	Varies with device	50,000,000+	Free	0	Everyone	Shopping	2-Aug-18	Varies with device	4.2 and up
OLX - Buy and Sell	SHOPPING	4.2	857923	18M	50,000,000+	Free	0	Everyone	Shopping	31-Jul-18	11.7.3.0	4.1 and up
The wall	SHOPPING	4.4	35563	4.2M	1,000,000+	Free	0	Everyone	Shopping	23-Jul-18	10.2.1	4.1 and up
Flipp - Weekly Shopping	SHOPPING	4.6	85858	Varies with device	10,000,000+	Free	0	Everyone	Shopping	30-Jul-18	Varies with device	Varies with device
Shrimp skin shopping: spend less, buy better	SHOPPING	4.2	106798	30M	5,000,000+	Free	0	Everyone	Shopping	23-Jul-18	2.25.17	4.1 and up
Lotte Home Shopping LOTTE Homeshopping	SHOPPING	3.6	8820	33M	5,000,000+	Free	0	Everyone	Shopping	25-Jul-18	3.0.5	4.0.3 and up
Horn, free country requirements	SHOPPING	4.5	37186	7.9M	1,000,000+	Free	0	Everyone	Shopping	30-Jun-18	3.4.5	4.0 and up
Jiji.ng	SHOPPING	4.4	25714	12M	1,000,000+	Free	0	Everyone	Shopping	24-Jul-18	3.8.2.2	4.0.3 and up
GS SHOP	SHOPPING	3.8	44255	15M	10,000,000+	Free	0	Everyone	Shopping	3-Aug-18	6.0.4	4.1 and up
